Symbol,Date,total,price
ADBE,2013-07-18,2641472,48.25823516061243
ADBE,2013-07-19,2763370,48.13837407724756
ADBE,2013-07-22,1782812,48.18933697837344
ADBE,2013-07-23,1708528,48.10474636301836
ADBE,2013-07-24,2407382,47.93419918108067
ADBE,2013-07-25,2243732,47.74886367729555
ADBE,2013-07-26,2952679,47.63894991663461
ADBE,2013-07-29,2351896,47.33407593279512
ADBE,2013-07-30,2757475,47.3661027296043
ADBE,2013-07-31,3810763,47.41019323222749
ADBE,2013-08-01,3514814,47.66017080772186
ADBE,2013-08-02,3757925,47.3762282428897
ADBE,2013-08-05,2171912,47.67165466007964
ADBE,2013-08-06,1642797,47.50125962805114
ADBE,2013-08-07,2407541,47.11783937364861
ADBE,2013-08-08,2974475,47.38374255220953
ADBE,2013-08-09,1890609,47.34977210206151
ADBE,2013-08-12,1807737,47.1639638984618
ADBE,2013-08-13,1958306,47.2070117378619
ADBE,2013-08-14,2114128,46.86624119808067
ADBE,2013-08-15,2619042,45.90630080886427
ADBE,2013-08-16,2829158,45.55168612429505
ADBE,2013-08-19,2187203,45.18074502178793
ADBE,2013-08-20,2213529,45.13485266934558
ADBE,2013-08-21,2609009,45.24973743939196
ADBE,2013-08-22,1700026,45.51838071610123
ADBE,2013-08-23,2409796,45.66007515714034
ADBE,2013-08-26,2591271,46.35626476751801
ADBE,2013-08-27,2284342,45.54375927595628
ADBE,2013-08-28,1968530,45.67352905899926
ADBE,2013-08-29,1736210,45.96807375747301
ADBE,2013-08-30,2207303,45.76169871649984
ADBE,2013-09-03,1953790,46.02203489654131
ADBE,2013-09-04,5402822,46.79561600618414
ADBE,2013-09-05,2379829,46.98742070322417
ADBE,2013-09-06,3141513,46.87521057225494
ADBE,2013-09-09,1932362,47.14424783240309
ADBE,2013-09-10,2831322,47.89870758636261
ADBE,2013-09-11,2650124,48.18790191634421
ADBE,2013-09-12,3024064,47.78530818319418
ADBE,2013-09-13,2571572,47.76333690609106
ADBE,2013-09-16,4522439,48.2793579432053
ADBE,2013-09-17,6917135,48.54521576573012
ADBE,2013-09-18,15271945,51.71124433793239
ADBE,2013-09-19,7183302,51.94124809924617
ADBE,2013-09-20,12326309,52.39940937396688
ADBE,2013-09-23,3264301,52.06695566016074
ADBE,2013-09-24,3166836,51.41832190072461
ADBE,2013-09-25,4013782,51.72595511931188
ADBE,2013-09-26,2902916,52.08411878413054
ADBE,2013-09-27,2382014,52.0861617270516
ADBE,2013-09-30,2768591,51.89070315453124
ADBE,2013-10-01,3248756,52.17146174500554
ADBE,2013-10-02,3691656,51.56917504285225
ADBE,2013-10-03,3879167,50.9037628355639
ADBE,2013-10-04,3903070,51.16188502361143
ADBE,2013-10-07,2582671,51.079420456635
ADBE,2013-10-08,4973517,49.85932329687449
ADBE,2013-10-09,4347529,49.37169150745405
ADBE,2013-10-10,3740948,50.78306052703816
ADBE,2013-10-11,3410470,51.91749804481945
ADBE,2013-10-14,4911501,52.35162927957391
ADBE,2013-10-15,3658815,52.18851192682692
ADBE,2013-10-16,3367662,52.04500805176495
ADBE,2013-10-17,3776599,52.01215559303262
ADBE,2013-10-18,4210148,52.54768643073201
ADBE,2013-10-21,3739740,53.01923957466482
ADBE,2013-10-22,4375833,53.24661650023966
ADBE,2013-10-23,4389433,52.87597046405757
ADBE,2013-10-24,5717182,54.24716905077263
ADBE,2013-10-25,6873822,53.86814907075007
ADBE,2013-10-28,3505008,53.9288640361606
ADBE,2013-10-29,5166537,54.63852255811334
ADBE,2013-10-30,3482486,54.25754353910236
ADBE,2013-10-31,3770386,54.27699498413349
ADBE,2013-11-01,2719983,54.46979828373303
ADBE,2013-11-04,3433601,55.14131193917778
ADBE,2013-11-05,3645106,54.88746605889365
ADBE,2013-11-06,3286055,54.80739808734626
ADBE,2013-11-07,5526686,53.63538777692444
ADBE,2013-11-08,5940947,54.18936252140078
ADBE,2013-11-11,4235133,55.61749832106371
ADBE,2013-11-12,2929235,56.05949139329059
ADBE,2013-11-13,5170455,56.902658275018
ADBE,2013-11-14,4571882,57.39681219728713
ADBE,2013-11-15,2909903,57.15123146901981
ADBE,2013-11-18,3173558,56.83073553324556
ADBE,2013-11-19,3406020,56.0621482471084
ADBE,2013-11-20,2931259,56.06067417554796
ADBE,2013-11-21,2463267,56.10477798496057
ADBE,2013-11-22,2890754,56.27835029061404
ADBE,2013-11-25,2986379,56.87328613245108
ADBE,2013-11-26,2840970,56.60337511637749
ADBE,2013-11-27,2140011,56.89795782020132
ADBE,2013-11-29,932575,56.89427698619172
ADBE,2013-12-02,1781499,56.88672769964244
ADBE,2013-12-03,4129331,56.67592883965074
ADBE,2013-12-04,3663792,56.01064038674544
ADBE,2013-12-05,7792707,55.01490452422166
ADBE,2013-12-06,3334370,55.75599991813345
ADBE,2013-12-09,3397886,55.62087874433457
ADBE,2013-12-10,3787264,55.13084512880187
ADBE,2013-12-11,3997165,54.98695729182129
ADBE,2013-12-12,6276180,54.24217847052392
ADBE,2013-12-13,15859467,59.88563700474103
ADBE,2013-12-16,8785998,58.98129575151994
ADBE,2013-12-17,6361393,57.91385397367348
ADBE,2013-12-18,4975484,58.11934224012341
ADBE,2013-12-19,3310530,58.44212112594828
ADBE,2013-12-20,5490395,59.23153324181136
ADBE,2013-12-23,1950306,59.50794867734498
ADBE,2013-12-24,846738,59.43385489477257
ADBE,2013-12-26,1026824,59.68280613384896
ADBE,2013-12-27,1267821,59.51270265281514
ADBE,2013-12-30,1329125,59.53155928159885
ADBE,2013-12-31,1391266,59.75644153621374
ADI,2013-01-02,3761062,43.53218838131229
ADI,2013-01-03,2951944,43.41164666402693
ADI,2013-01-04,3499728,42.65435388946192
ADI,2013-01-07,2376969,42.62830518846128
ADI,2013-01-08,1796623,42.30172798350647
ADI,2013-01-09,3117434,41.97105046839516
ADI,2013-01-10,2275747,42.40451002089137
ADI,2013-01-11,1952670,42.33861901906519
ADI,2013-01-14,2766847,42.47201760971571
ADI,2013-01-15,2272590,42.03892730136507
ADI,2013-01-16,2620667,42.11927530402989
ADI,2013-01-17,2567527,42.97992247094275
ADI,2013-01-18,1916681,42.94102487530021
ADI,2013-01-22,1850213,42.97951552805281
ADI,2013-01-23,2270784,43.25113820466193
ADI,2013-01-24,2379617,43.56975397215398
ADI,2013-01-25,2143915,43.79743020125458
ADI,2013-01-28,1842438,44.02964668648776
ADI,2013-01-29,1780994,44.11340485635576
ADI,2013-01-30,1895243,44.20480691333286
ADI,2013-01-31,2648999,43.80725684743221
ADI,2013-02-01,2684126,44.54727048643337
ADI,2013-02-04,2324111,44.44748519425971
ADI,2013-02-05,2057605,44.63224068341709
ADI,2013-02-06,1962372,44.6224017665839
ADI,2013-02-07,1817492,44.33308996884262
ADI,2013-02-08,2963076,45.55212108386284
ADI,2013-02-11,2382919,45.94870860236482
ADI,2013-02-12,2313512,46.1987801774007
ADI,2013-02-13,2376089,46.26060447532917
ADI,2013-02-14,2044577,46.39090702045812
ADI,2013-02-15,3187346,46.15763585393061
ADI,2013-02-19,2734393,46.7945013126157
ADI,2013-02-20,3472297,46.22205991678225
ADI,2013-02-21,2922719,45.17801195409627
ADI,2013-02-22,2320270,45.55324132764921
ADI,2013-02-25,2626087,45.45824256538115
ADI,2013-02-26,4383813,44.88445207098358
ADI,2013-02-27,2098663,45.26792912067697
ADI,2013-02-28,2629000,45.49225973307292
ADI,2013-03-01,2390323,45.06813142365925
ADI,2013-03-04,1971160,45.16939776008636
ADI,2013-03-05,1424828,45.7198084175703
ADI,2013-03-06,1908564,46.00719590802233
ADI,2013-03-07,1976162,45.8230731121022
ADI,2013-03-08,1663197,45.87085545886076
ADI,2013-03-11,1731687,46.24131982840801
ADI,2013-03-12,1967123,46.37971858604508
ADI,2013-03-13,1864113,46.46394731772261
ADI,2013-03-14,1902555,46.64252151700361
ADI,2013-03-15,4804556,45.6455095996461
ADI,2013-03-18,2326820,45.04792151095381
ADI,2013-03-19,1775035,44.76453592489365
ADI,2013-03-20,1809235,45.44342556677019
ADI,2013-03-21,1644272,44.8350832923833
ADI,2013-03-22,2071889,44.88324343075663
ADI,2013-03-25,1889453,44.6882489105592
ADI,2013-03-26,1623212,45.37436034312921
ADI,2013-03-27,1470420,45.58858618543292
ADI,2013-03-28,2093398,46.1711450318742
ADI,2013-04-01,2538958,45.79891165101817
ADI,2013-04-02,2176863,45.19527278875126
ADI,2013-04-03,2427779,44.44090893274041
ADI,2013-04-04,3509602,43.77262747022024
ADI,2013-04-05,3381308,43.2865215316655
ADI,2013-04-08,2353754,43.72367948942123
ADI,2013-04-09,2560746,43.95940273275433
ADI,2013-04-10,2381170,44.86096306829051
ADI,2013-04-11,2453503,45.01870471544716
ADI,2013-04-12,2323715,44.37533047835129
ADI,2013-04-15,2770057,44.20710544060919
ADI,2013-04-16,2382680,44.43398231379962
ADI,2013-04-17,4739249,42.88349100727423
ADI,2013-04-18,2783603,42.56037187654565
ADI,2013-04-19,2742780,42.34866467833109
ADI,2013-04-22,2250001,42.4958214472537
ADI,2013-04-23,2306508,43.36966079944306
ADI,2013-04-24,2924495,43.59404404504681
ADI,2013-04-25,6025759,43.72220368962433
ADI,2013-04-26,2077759,43.38483249493849
ADI,2013-04-29,1541690,43.67171149547006
ADI,2013-04-30,2765318,43.7907867380931
ADI,2013-05-01,1870504,43.99750231018246
