Symbol,Date,total,price
AAPL,2012-06-18,15735550,582.459508250576
AAPL,2012-06-19,12907276,587.0520060270355
AAPL,2012-06-20,12931410,584.8420175288363
AAPL,2012-06-21,11660876,582.9714781377457
AAPL,2012-06-22,10210305,578.5248246241672
AAPL,2012-06-25,10870168,573.5403503015402
AAPL,2012-06-26,9882737,570.8333520286668
AAPL,2012-06-27,7252110,574.672882073319
AAPL,2012-06-28,10106478,568.9607991097421
AAPL,2012-06-29,15051433,579.7897609287369
AAPL,2012-07-02,14291168,590.5406276047692
AAPL,2012-07-03,8639395,597.9163552302178
AAPL,2012-07-05,17319321,609.5309953915554
AAPL,2012-07-06,15003208,604.6768624576229
AAPL,2012-07-09,13552232,610.9718003938324
AAPL,2012-07-10,18366945,613.8502872803383
AAPL,2012-07-11,16775768,602.7175370898133
AAPL,2012-07-12,15319009,598.9809482446643
AAPL,2012-07-13,11136207,604.1223972904677
AAPL,2012-07-16,10760906,608.4638098045282
AAPL,2012-07-17,10492261,607.5035947540165
AAPL,2012-07-18,9024984,605.9811118370146
AAPL,2012-07-19,15603679,612.4235008280997
AAPL,2012-07-20,14197502,608.9073554246615
AAPL,2012-07-23,17432119,597.6182849533478
AAPL,2012-07-24,21277382,596.3850357404588
AAPL,2012-07-25,31334096,575.1384702833727
AAPL,2012-07-26,14555717,574.9604230971129
AAPL,2012-07-27,14434471,579.3378637195297
AAPL,2012-07-30,13540910,595.4486524418866
AAPL,2012-07-31,16512006,608.5208635921196
AAPL,2012-08-01,13727542,609.7724829375311
AAPL,2012-08-02,11863060,606.1245852695148
AAPL,2012-08-03,12319372,615.6263371175219
AAPL,2012-08-06,10799244,621.3683285113091
AAPL,2012-08-07,10482656,622.0294932275899
AAPL,2012-08-08,8739810,620.5316587715923
AAPL,2012-08-09,7922198,620.348303940874
AAPL,2012-08-10,7034035,620.5451536258287
AAPL,2012-08-13,9989209,627.5504427132237
AAPL,2012-08-14,12150532,634.5498056259299
AAPL,2012-08-15,9197424,631.1809583134542
AAPL,2012-08-16,9098258,634.5228480528018
AAPL,2012-08-17,15813042,643.9248430122489
AAPL,2012-08-20,21907947,659.7704215361957
AAPL,2012-08-21,29048460,661.8065428937521
AAPL,2012-08-22,20194463,660.0860160054731
AAPL,2012-08-23,15004224,665.9207298083338
AAPL,2012-08-24,15632342,663.8366132425407
AAPL,2012-08-27,15247383,677.0215913929003
AAPL,2012-08-28,9602629,673.8634511165375
AAPL,2012-08-29,7247478,674.8961364281218
AAPL,2012-08-30,10814599,667.0512358950697
AAPL,2012-08-31,12083489,664.0344614238091
AAPL,2012-09-04,13141301,670.4121534131737
AAPL,2012-09-05,12009640,672.8974863720449
AAPL,2012-09-06,13993452,675.0072254507359
AAPL,2012-09-07,11773935,679.9021745816622
AAPL,2012-09-10,17428814,672.1086403970772
AAPL,2012-09-11,17999836,663.9580608930186
AAPL,2012-09-12,25437200,662.4416029853008
AAPL,2012-09-13,21375947,680.1505170149304
AAPL,2012-09-14,21461150,693.231460031246
AAPL,2012-09-17,14219387,697.657143162886
AAPL,2012-09-18,13340381,699.8386797681055
AAPL,2012-09-19,11682918,701.9036698134311
AAPL,2012-09-20,12020276,697.7467593438963
AAPL,2012-09-21,20561554,702.6844902978942
AAPL,2012-09-24,23249998,689.2391581802142
AAPL,2012-09-25,18523903,684.0165024652468
AAPL,2012-09-26,20595184,666.2355835903763
AAPL,2012-09-27,21218233,672.8116905668796
AAPL,2012-09-28,19122433,672.5656027046804
AAPL,2012-10-01,19413703,667.0732189259454
AAPL,2012-10-02,22538614,658.4088053546535
AAPL,2012-10-03,15171381,667.0069925273837
AAPL,2012-10-04,13241459,669.7292808957247
AAPL,2012-10-05,21227100,657.9466334473242
AAPL,2012-10-08,22781350,640.9944009247694
AAPL,2012-10-09,29984241,633.0849486971182
AAPL,2012-10-10,18227090,641.0690560814254
AAPL,2012-10-11,19505891,635.6761085690762
AAPL,2012-10-12,16443095,630.6837368976334
AAPL,2012-10-15,15446623,630.0363827608021
AAPL,2012-10-16,19639702,643.318361593323
AAPL,2012-10-17,13907949,647.9751181046694
AAPL,2012-10-18,17043216,635.4366779200257
AAPL,2012-10-19,26575525,619.0040472741126
AAPL,2012-10-22,19527056,623.4208561205846
AAPL,2012-10-23,25257571,623.5995635400877
AAPL,2012-10-24,20045380,617.8288057254696
AAPL,2012-10-25,23461599,610.6817304753295
AAPL,2012-10-26,36401239,603.8850980077026
AAPL,2012-10-31,18245273,594.2450613653835
AAPL,2012-11-01,13122846,598.0442770313709
AAPL,2012-11-02,21406352,584.9382513376013
AAPL,2012-11-05,19013794,583.3299145707188
AAPL,2012-11-06,13396323,584.8812930604397
AAPL,2012-11-07,28582645,563.2450378377715
AAPL,2012-11-08,37719184,546.5629315106563
AAPL,2012-11-09,33241041,545.6018021834702
AAPL,2012-11-12,18799273,545.087984739502
AAPL,2012-11-13,19041005,544.8660754606847
AAPL,2012-11-14,17055911,541.749153047685
AAPL,2012-11-15,28211901,529.6298870182632
AAPL,2012-11-16,45271203,520.667549229527
AAPL,2012-11-19,29398417,554.1948234057413
AAPL,2012-11-20,22961639,562.1013620695693
AAPL,2012-11-21,13332317,561.6224712348181
AAPL,2012-11-23,9743825,566.7094586750324
AAPL,2012-11-26,22524053,583.1114278262667
AAPL,2012-11-27,19049889,585.2321798534223
AAPL,2012-11-28,18598056,579.3287937645485
AAPL,2012-11-29,18368750,589.9549510993146
AAPL,2012-11-30,15416794,585.0463995249825
AAPL,2012-12-03,13090089,589.6503148204616
AAPL,2012-12-04,25537056,576.2712734935046
AAPL,2012-12-05,37310756,552.0282077142913
AAPL,2012-12-06,42071179,539.7701606725598
AAPL,2012-12-07,28134684,538.6179940205843
AAPL,2012-12-10,22517225,530.2543680896729
AAPL,2012-12-11,21155423,543.4186762511162
AAPL,2012-12-12,17398799,540.7313173872152
AAPL,2012-12-13,22332097,530.8787675639212
AAPL,2012-12-14,36071207,511.0670394805522
AAPL,2012-12-17,27101921,510.6657820488229
AAPL,2012-12-18,22345689,527.6169393644855
AAPL,2012-12-19,16048632,529.4298272772832
AAPL,2012-12-20,18104164,523.2753572700077
AAPL,2012-12-21,21303649,514.7865382142894
AAPL,2012-12-24,6283295,521.2914392956063
AAPL,2012-12-26,10799634,514.346971763048
AAPL,2012-12-27,16239348,510.0462513067902
AAPL,2012-12-28,12638400,511.5417373076707
AAPL,2012-12-31,23525425,526.2406708436267
ADBE,2012-01-03,4496206,28.78051944992371
ADBE,2012-01-04,3859164,28.21748612460951
ADBE,2012-01-05,2999469,28.35672254087518
ADBE,2012-01-06,5782168,28.45028250680598
ADBE,2012-01-09,3514615,28.61722549514201
ADBE,2012-01-10,4442612,29.14336023356336
ADBE,2012-01-11,3306215,29.23365659455012
ADBE,2012-01-12,3704269,29.13299105646449
ADBE,2012-01-13,2914930,28.85811335850838
ADBE,2012-01-17,2903464,29.35035157399723
ADBE,2012-01-18,4553641,29.59534228936711
ADBE,2012-01-19,4303087,30.15355349144734
ADBE,2012-01-20,4091197,30.36762511929758
ADBE,2012-01-23,5378123,30.29588456267324
ADBE,2012-01-24,4715772,30.76256033740129
ADBE,2012-01-25,5459799,31.06661039719982
ADBE,2012-01-26,4291421,31.22310443251596
ADBE,2012-01-27,4290987,31.05173072952218
ADBE,2012-01-30,5184602,30.95871917956881
ADBE,2012-01-31,3781178,30.96947029886671
ADBE,2012-02-01,4666519,31.31100285097514
ADBE,2012-02-02,3803890,31.4152293051732
ADBE,2012-02-03,4588169,31.95959524857685
ADBE,2012-02-06,4536270,32.0296138176427
ADBE,2012-02-07,3404184,32.18750061662876
ADBE,2012-02-08,3607644,32.13533605017503
ADBE,2012-02-09,4711932,32.48421806693727
ADBE,2012-02-10,2819786,32.28282376447156
ADBE,2012-02-13,3260751,32.26183484526112
ADBE,2012-05-16,4373515,32.42916065686354
ADBE,2012-05-17,4782610,32.25081918571632
ADBE,2012-05-18,4238452,31.57148319783198
ADBE,2012-05-21,3419928,31.60566777128628
ADBE,2012-05-22,3476574,31.95601393044217
ADBE,2012-05-23,4305720,31.86013948150535
ADBE,2012-05-24,4116420,31.64788537590525
ADBE,2012-05-25,2000287,31.67726488772455
ADBE,2012-05-29,3171103,31.92034856005186
ADBE,2012-05-30,3427366,31.33671946890726
ADBE,2012-05-31,4737704,31.00110496085575
ADBE,2012-06-01,4361935,30.11148628849512
ADBE,2012-06-04,3668012,30.22215241035072
ADBE,2012-06-05,2260574,30.58946877575436
ADBE,2012-06-06,3092778,31.48401721217191
ADBE,2012-06-07,4294832,31.71101603975293
ADBE,2012-06-08,3095700,31.50019354293945
ADBE,2012-06-11,3811369,31.33043227635076
ADBE,2012-06-12,3371937,31.55036050113895
ADBE,2012-06-13,4140986,31.86617498456109
ADBE,2012-06-14,6732512,31.5106517436588
ADBE,2012-06-15,5454492,32.16462157946609
ADBE,2012-06-18,4580476,32.44723514543475
ADBE,2012-06-19,6721221,32.81841553406177
ADBE,2012-06-20,18925432,31.50875380127486
ADBE,2012-06-21,7167084,31.30185402842378
ADBE,2012-06-22,8156069,31.56833803091818
ADBE,2012-06-25,2595363,30.97505960612158
ADBE,2012-06-26,2207202,31.00083079636413
ADBE,2012-06-27,1960013,31.37314343005952
ADBE,2012-06-28,2885980,30.95006242222926
ADBE,2012-06-29,4450989,32.11904364659011
ADBE,2012-07-02,3907314,32.05156618887426
ADBE,2012-07-03,2108779,32.35800534272598
ADBE,2012-07-05,2974004,32.51834030698065
ADBE,2012-07-06,5272491,31.56675023399929
ADBE,2012-07-09,5342899,30.67911561224134
ADBE,2012-07-10,4126534,30.41112044405272
ADBE,2012-07-11,2611675,30.18177954261954
ADBE,2012-07-12,4716788,29.91220255063496
ADBE,2012-07-13,2718954,30.58622958215989
ADBE,2012-07-16,1879587,30.44279969086808
ADBE,2012-07-17,3313913,30.44483966763361
ADBE,2012-07-18,3124336,31.36109389847978
ADBE,2012-07-19,3645657,31.89638871070906
ADBE,2012-07-20,4063476,31.64295773445408
ADBE,2012-07-23,2689717,30.54425758750492
ADBE,2012-07-24,2866046,30.11953040419948
ADBE,2012-07-25,3003612,30.29627375051
ADBE,2012-07-26,3643819,30.8827997207544
ADBE,2012-07-27,3312890,31.69644786181783
ADBE,2012-07-30,4261193,31.26855976791306
ADBE,2012-07-31,2662853,31.01646151181868
ADBE,2012-08-01,2739336,30.80604695762405
ADBE,2012-08-02,2639980,30.5113861633501
ADBE,2012-08-03,3616847,31.78608573214844
ADBE,2012-08-06,2910546,32.20162409006264
ADBE,2012-08-07,2568970,32.44889833288154
ADBE,2012-08-08,2156617,32.48085127350124
ADBE,2012-08-09,4344315,32.74302314434539
ADBE,2012-08-10,2975172,32.60233193199213
ADBE,2012-08-13,2433874,32.27159728291849
ADBE,2012-08-14,2712416,32.16727448003063
ADBE,2012-08-15,3632930,32.73677104396329
ADBE,2012-08-16,4019964,33.45720147861595
ADBE,2012-08-17,3822902,33.75983635962006
ADBE,2012-08-20,3464944,33.70318459910029
ADBE,2012-08-21,3493177,33.84689579419961
ADBE,2012-08-22,2872062,33.83123554714384
ADBE,2012-08-23,2566667,33.58102763650445
ADBE,2012-08-24,8759571,32.21575785613233
ADBE,2012-08-27,4457363,32.50071546552842
ADBE,2012-08-28,4161663,32.20634345348469
ADBE,2012-08-29,4565015,31.83581830149716
ADBE,2012-08-30,3174779,31.51122984022783
ADBE,2012-08-31,5966318,31.29842221297359
ADBE,2012-09-04,4418840,31.24556825250955
ADBE,2012-09-05,6288931,31.83779552906914
ADBE,2012-09-06,4577199,32.74767656130373
ADBE,2012-09-07,3702008,32.60552346035503
ADBE,2012-09-10,3865277,32.32489015189874
ADBE,2012-09-11,3929157,32.40659089194536
ADBE,2012-09-12,3564727,32.48706096057115
ADBE,2012-09-13,4195144,32.78361884276627
ADBE,2012-09-14,3861262,33.23101661333675
ADBE,2012-09-17,3407646,33.20128328829264
ADBE,2012-09-18,5955731,32.76641007488559
ADBE,2012-09-19,7909998,32.77315947083584
ADBE,2012-09-20,12400257,33.94456119306627
ADBE,2012-09-21,8873552,33.86874137616076
ADBE,2012-09-24,5348225,33.46433835367346
ADBE,2012-09-25,6119519,33.27405927941037
ADBE,2012-09-26,3406074,32.60167188189988
ADBE,2012-09-27,3487590,32.72223509977461
ADBE,2012-09-28,4033553,32.54647494552388
ADBE,2012-10-01,5202024,32.54751605736493
ADBE,2012-10-02,3381587,32.53922594740722
ADBE,2012-10-03,2465094,32.67854374784942
ADBE,2012-10-04,3887000,32.49538569708645
ADBE,2012-10-05,2510932,32.67398044786746
ADBE,2012-10-08,2154790,32.25613077188741
ADBE,2012-10-09,3504534,31.72326498746995
ADBE,2012-10-10,2479998,31.51413201365636
ADBE,2012-10-11,2855927,31.76042253013472
ADBE,2012-10-12,3040235,31.88691710217851
ADBE,2012-10-15,3143130,32.18009039432685
ADBE,2012-10-16,4782157,33.0903575322574
ADBE,2012-10-17,5146307,33.33536449146149
ADBE,2012-10-18,3946158,33.47978319518367
ADBE,2012-10-19,5562513,33.26356197820431
ADBE,2012-10-22,3684829,33.38278528568787
ADBE,2012-10-23,3151694,33.2260978003128
ADBE,2012-10-24,3381403,33.38389404128191
ADBE,2012-10-25,2868678,33.42470519449288
ADBE,2012-10-26,6310578,33.75377140309686
ADBE,2012-10-31,4253067,33.93873001274088
ADBE,2012-11-01,3681653,34.38973607910021
ADBE,2012-11-02,4006239,34.39911532653538
ADBE,2012-11-05,2808498,34.05829589717966
ADBE,2012-11-06,2678711,34.45774684007829
ADBE,2012-11-07,4679179,33.72422358867062
ADBE,2012-11-08,4247319,33.12370850313169
ADBE,2012-11-09,2598256,33.04596731074177
ADBE,2012-11-12,1931744,32.8045517935548
ADBE,2012-11-13,2597199,32.69814240182522
ADBE,2012-11-14,5567056,32.33929610284168
ADBE,2012-11-15,3817464,32.46372432133192
ADBE,2012-11-16,3443066,32.48809028289092
ADBE,2012-11-19,2644370,32.89331911394084
ADBE,2012-11-20,2350499,32.71273310234911
ADBE,2012-11-21,1703603,32.87064282712512
ADBE,2012-11-23,1449963,33.3259997505642
ADBE,2012-11-26,2351235,33.21321776714514
ADBE,2012-11-27,2180304,33.33427095459837
ADBE,2012-11-28,2611005,33.52753511784086
ADBE,2012-11-29,3349161,33.99535691755548
ADBE,2012-11-30,4939737,34.5360138373101
ADBE,2012-12-03,3146710,34.69224828292167
ADBE,2012-12-04,6744091,35.37071951535113
ADBE,2012-12-05,4278323,35.32853336759446
ADBE,2012-12-06,5573109,35.21390716686076
ADBE,2012-12-07,2725557,35.28873575283325
ADBE,2012-12-10,3542141,35.63462601835273
ADBE,2012-12-11,5912495,35.69682730410284
ADBE,2012-12-12,4597986,36.06421186581647
ADBE,2012-12-13,7746179,35.8403930826222
ADBE,2012-12-14,17448456,37.5247558124958
ADBE,2012-12-17,8928026,37.1880350402157
ADBE,2012-12-18,7652329,37.34468744774389
ADBE,2012-12-19,5853543,38.08170571950631
ADBE,2012-12-20,4330271,37.93720773213093
ADBE,2012-12-21,7977305,37.748320477999
ADBE,2012-12-24,2447913,37.51626027142592
ADBE,2012-12-26,2436537,37.53292554187851
ADBE,2012-12-27,3419793,37.16032932507275
ADBE,2012-12-28,3168777,37.15475122772482
ADBE,2012-12-31,4621257,37.20345707421043
ADI,2012-01-03,3027278,36.21860363057738
ADI,2012-01-04,1427918,35.89686259057972
ADI,2012-01-05,2124233,36.05084281070909
ADI,2012-01-06,3532979,35.9886357134413
ADI,2012-01-09,2594201,36.51757401065719
ADI,2012-01-10,1953416,36.73937923878271
ADI,2012-01-11,1526071,36.84736176195912
ADI,2012-01-12,2653262,37.26681529202572
ADI,2012-01-13,3529700,36.66640772259073
ADI,2012-01-17,2580800,37.10967539196941
ADI,2012-01-18,7307087,39.1313446382313
ADI,2012-01-19,3599850,39.56761494723239
ADI,2012-01-20,3180566,39.6482312597015
ADI,2012-01-23,2800604,39.58422531422673
ADI,2012-01-24,2977603,39.82159399290619
ADI,2012-01-25,2866268,39.52743823364066
ADI,2012-01-26,3810193,39.69566330357524
ADI,2012-01-27,3069321,39.29088808785806
ADI,2012-01-30,2322398,38.9801365106558
ADI,2012-01-31,2494249,39.1661635558963
ADI,2012-02-01,3186289,39.37516193733682
ADI,2012-02-02,2300898,39.50518899152134
ADI,2012-02-03,3687912,39.96664811683321
ADI,2012-02-06,3153449,39.57250904929796
ADI,2012-02-07,2012655,39.60837409335268
ADI,2012-02-08,2361897,39.91847653558661
ADI,2012-02-09,2520350,40.01133113712375
ADI,2012-02-10,2388081,39.43168369414681
ADI,2012-02-13,2056482,39.36839535836177
ADI,2012-05-16,3452564,36.57148201132482
ADI,2012-05-17,2689435,35.95974447862523
ADI,2012-05-18,3300358,35.26707882983683
ADI,2012-05-21,1629616,35.67056803861789
ADI,2012-05-22,2625424,35.80320777812209
ADI,2012-05-23,3874458,35.20522243431221
ADI,2012-05-24,3224982,35.85747309433279
ADI,2012-05-25,1825711,36.21770427181264
ADI,2012-05-29,2553282,36.68547301558091
ADI,2012-05-30,2282270,36.19585841704308
ADI,2012-05-31,2957776,36.2460253323486
ADI,2012-06-01,3471684,35.94071022607226
ADI,2012-06-04,2661471,35.46724587586531
ADI,2012-06-05,1829274,36.0686291610338
ADI,2012-06-06,1923129,37.02618145725937
ADI,2012-06-07,2258682,37.23056325461311
ADI,2012-06-08,1931200,37.04419607169163
ADI,2012-06-11,1829262,36.72434709399666
ADI,2012-06-12,2034692,36.91674115952214
ADI,2012-06-13,1922295,36.74697007946466
ADI,2012-06-14,2253407,36.39344135895586
ADI,2012-06-15,2963102,36.72816398811489
ADI,2012-06-18,1880996,37.27869524493378
ADI,2012-06-19,2606282,38.00084507944644
ADI,2012-06-20,2218027,38.20493873781427
ADI,2012-06-21,2122317,37.60966262884815
ADI,2012-06-22,8310435,37.74543251278018
ADI,2012-06-25,2295679,36.96003670038093
ADI,2012-06-26,2432667,36.60129580066214
ADI,2012-06-27,2328238,37.02696423673226
ADI,2012-06-28,3071563,36.40735703802535
ADI,2012-06-29,2371823,37.47374545092045
ADI,2012-07-02,2138312,37.19395302744301
ADI,2012-07-03,1979540,37.03503357780912
ADI,2012-07-05,1594317,37.29881473748051
ADI,2012-07-06,2143835,36.48457447222036
ADI,2012-07-09,2122005,36.13883516083685
ADI,2012-07-10,2203055,36.12076418067966
ADI,2012-07-11,2881767,36.43719045402783
ADI,2012-07-12,1970207,35.82779679007062
ADI,2012-07-13,1431317,36.34586116564417
ADI,2012-07-16,2111833,36.27737958408031
ADI,2012-07-17,2842180,36.39891937096855
ADI,2012-07-18,2294001,37.55624220704621
ADI,2012-07-19,2894298,38.09752847193774
ADI,2012-07-20,1697186,37.60577774344569
ADI,2012-07-23,2215876,36.80781318416523
ADI,2012-07-24,1661291,36.63337738368283
ADI,2012-07-25,3353440,37.72246019052982
ADI,2012-07-26,2500005,38.40704440565647
ADI,2012-07-27,2492681,39.14733757564863
ADI,2012-07-30,1771621,39.07504662304277
ADI,2012-07-31,2609492,39.27073060208789
ADI,2012-08-01,3030351,39.35891648346082
ADI,2012-08-02,2250423,39.00235833618859
ADI,2012-08-03,2328811,39.76934969492818
ADI,2012-08-06,1805889,39.96174878363277
ADI,2012-08-07,2491075,40.2104501626394
ADI,2012-08-08,1672196,40.18287269221095
ADI,2012-08-09,1520710,40.29412948495666
ADI,2012-08-10,2019652,40.28503663988313
ADI,2012-08-13,1654115,40.29198212609672
ADI,2012-08-14,1676093,40.40226242633992
ADI,2012-08-15,1338791,40.51591072801142
ADI,2012-08-16,1011380,40.75651474250142
ADI,2012-08-17,1274978,40.78147692025889
ADI,2012-08-20,2074533,40.46358195699377
ADI,2012-08-21,3241219,40.49470509366551
ADI,2012-08-22,3983880,39.77829418777361
ADI,2012-08-23,1820002,39.51726240331276
ADI,2012-08-24,1920080,39.64694925308695
ADI,2012-08-27,1349319,39.58475948740039
ADI,2012-08-28,1398035,39.59961295042586
ADI,2012-08-29,1358434,39.39949077186964
ADI,2012-08-30,1557545,39.32904493495852
ADI,2012-08-31,1693290,39.61462884579871
ADI,2012-09-04,1618376,39.32846517408772
ADI,2012-09-05,1697623,39.28202796833773
ADI,2012-09-06,1918576,40.22705942506364
ADI,2012-09-07,1741261,40.29410927670567
ADI,2012-09-10,2388733,40.22649724799398
ADI,2012-09-11,1991308,40.28791937317676
ADI,2012-09-12,1513114,40.23390522901133
ADI,2012-09-13,2342828,40.67237171043393
ADI,2012-09-14,3315539,41.55045499535856
ADI,2012-09-17,3857511,41.09608080424429
ADI,2012-09-18,2699122,40.75303383276413
ADI,2012-09-19,1878146,40.83195047112197
ADI,2012-09-20,2116852,40.5932994319321
ADI,2012-09-21,2422861,40.57223209911174
ADI,2012-09-24,1994467,39.91595121914167
ADI,2012-09-25,3840624,39.38685724865993
ADI,2012-09-26,3102767,38.69918324929701
ADI,2012-09-27,1946106,39.42253302357208
ADI,2012-09-28,2266941,39.18762172526388
ADI,2012-10-01,3046053,39.60183718817521
ADI,2012-10-02,1434377,39.56933877455566
ADI,2012-10-03,1274868,39.54691962647806
ADI,2012-10-04,1428983,39.47994141489961
ADI,2012-10-05,1224434,39.82288412643279
ADI,2012-10-08,1272357,39.31047096774194
ADI,2012-10-09,1778571,38.7405573205107
ADI,2012-10-10,2112599,38.28548602633911
ADI,2012-10-11,3522814,38.10836440149332
ADI,2012-10-12,1852264,38.1575573199846
ADI,2012-10-15,1391196,38.42094549883087
ADI,2012-10-16,2219470,39.27525360981803
ADI,2012-10-17,2178753,39.47791213191991
ADI,2012-10-18,1365784,39.20550449945967
ADI,2012-10-19,1925417,38.58075399779081
ADI,2012-10-22,1448475,38.44113629879518
ADI,2012-10-23,1976239,38.3720888121547
ADI,2012-10-24,1543079,38.29794672043011
ADI,2012-10-25,1693047,38.48763768578463
ADI,2012-10-26,1645687,38.94157365633411
ADI,2012-10-31,2032118,39.1001315744131
ADI,2012-11-01,2461335,40.13503541018896
ADI,2012-11-02,1935934,40.14927637767638
ADI,2012-11-05,1682150,40.48519079215826
ADI,2012-11-06,2773626,41.27705750326723
ADI,2012-11-07,3481638,40.55359811488982
ADI,2012-11-08,2487801,40.31430556494377
ADI,2012-11-09,2254012,40.46339447678019
ADI,2012-11-12,1131351,40.14454814814815
ADI,2012-11-13,1974084,40.43359495171203
ADI,2012-11-14,1662779,40.07358947574029
ADI,2012-11-15,2631780,39.50142179609086
ADI,2012-11-16,2006472,39.17117752431351
ADI,2012-11-19,1497087,40.01592440347072
ADI,2012-11-20,2353974,40.04084762157071
ADI,2012-11-21,1187695,40.11795276387758
ADI,2012-11-23,741473,40.62271651393662
ADI,2012-11-26,2377257,40.48223946827795
ADI,2012-11-27,2984616,40.33320790931734
ADI,2012-11-28,4882292,39.74285817512877
ADI,2012-11-29,2166575,40.60940599949103
ADI,2012-11-30,2589909,40.60303981738785
ADI,2012-12-03,2223368,40.61927769081591
ADI,2012-12-04,1368461,40.59541651917404
ADI,2012-12-05,1571678,40.53430766384778
ADI,2012-12-06,1882901,40.8487839347768
ADI,2012-12-07,2193419,41.06716406793534
ADI,2012-12-10,2282285,41.45030260273973
ADI,2012-12-11,2715040,42.12160573176258
ADI,2012-12-12,1742420,42.20659226886515
ADI,2012-12-13,1539840,41.58542593447572
ADI,2012-12-14,2243530,41.38266768266321
ADI,2012-12-17,2518055,41.55195974475041
ADI,2012-12-18,2128489,42.10884368014351
ADI,2012-12-19,2965135,42.51150780630886
ADI,2012-12-20,2323562,42.2371015443314
ADI,2012-12-21,11346232,42.00354626809472
ADI,2012-12-24,945325,42.03517910216718
ADI,2012-12-26,1418484,41.95324708132229
ADI,2012-12-27,2132871,41.69386673975693
ADI,2012-12-28,1439119,41.73523827071724
ADI,2012-12-31,2357494,41.70992980228446
ADP,2012-01-03,2545201,54.69432109818772
ADP,2012-01-04,1880054,54.36437340388316
ADP,2012-01-05,2633010,54.68707177306617
ADP,2012-01-06,2183091,54.78733887380803
ADP,2012-01-09,1872241,54.63290990852487
ADP,2012-01-10,2709053,54.66270717339971
ADP,2012-01-11,1969637,54.58805139087318
ADP,2012-01-12,2058489,54.80873389653734
ADP,2012-01-13,1790689,54.74777965830219
ADP,2012-01-17,2356050,55.64842989307989
ADP,2012-01-18,2694913,56.18491909300243
ADP,2012-01-19,1887097,56.772255234997
ADP,2012-01-20,2568917,56.70149761994711
ADP,2012-01-23,2287992,56.70298616925734
ADP,2012-01-24,2404130,56.66592016513393
ADP,2012-01-25,3082063,56.66251496059254
ADP,2012-01-26,3861142,55.8763548504345
ADP,2012-01-27,2931073,55.50472696381526
ADP,2012-01-30,3634030,54.78948002062281
ADP,2012-01-31,3161903,54.7911113148594
ADP,2012-02-01,3224929,55.19038743895292
ADP,2012-02-02,2883327,55.01649496711922
ADP,2012-02-03,2904062,55.53209705568953
ADP,2012-02-06,2251812,55.0844197299275
ADP,2012-02-07,2977969,54.82740961559404
ADP,2012-02-08,2176720,54.64952017706698
ADP,2012-02-09,2638423,54.61356335982618
ADP,2012-02-10,3135401,54.03898136334543
ADP,2012-02-13,2053679,54.31363036369703
ADP,2012-05-16,2461281,53.36437471345538
ADP,2012-05-17,2660372,52.98168569835961
ADP,2012-05-18,3444593,52.17905865067188
ADP,2012-05-21,1913523,52.39189058745485
ADP,2012-05-22,1763922,52.93395768466248
